name,album,duration_ms,popularity,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"Fade to Black - Live at Day on the Green, Oakland, CA / October 12th, 1991",Metallica (Remastered Deluxe Box Set),454289,16,2021/09/10,0.322,0.796,-8.783,0.0523,0.0107,0.127,0.851,0.23,106.209
"Whiplash - Live at Day on the Green, Oakland, CA / October 12th, 1991",Metallica (Remastered Deluxe Box Set),291946,15,2021/09/10,0.333,0.92,-8.867,0.0731,0.000594,0.0546,0.97,0.209,86.041
"The Ecstasy of Gold - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),104555,18,2021/09/10,0.202,0.25,-17.613,0.0366,0.903,0.434,0.695,0.0623,80.749
"Enter Sandman - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),328115,16,2021/09/10,0.384,0.972,-6.664,0.104,0.116,0.0244,0.539,0.134,133.767
"Creeping Death - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),483616,16,2021/09/10,0.334,0.976,-7.559,0.0801,0.0128,0.0505,0.887,0.138,113.305
"Harvester of Sorrow - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),385346,14,2021/09/10,0.441,0.957,-7.409,0.0968,0.0333,0.00653,0.692,0.0948,99.358
"Welcome Home (Sanitarium) - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),464622,15,2021/09/10,0.395,0.915,-8.074,0.103,0.115,0.0244,0.746,0.136,113.006
"Sad But True - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),323860,14,2021/09/10,0.524,0.904,-6.485,0.0541,0.0653,0.00852,0.841,0.362,100.35
"Wherever I May Roam - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),386919,15,2021/09/10,0.34,0.931,-5.899,0.0509,0.0278,0.0263,0.244,0.216,142.863
"The Four Horsemen - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),447530,14,2021/09/10,0.464,0.944,-8.155,0.141,0.0741,0.0167,0.714,0.132,111.388
"Bass Solo - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),496889,17,2021/09/10,0.335,0.4,-17.941,0.0524,0.353,0.88,0.175,0.184,139.626
"Through the Never - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),262606,19,2021/09/10,0.349,0.949,-7.09,0.0739,0.00588,0.0154,0.865,0.188,106.636
"The Unforgiven - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),451197,15,2021/09/10,0.497,0.673,-7.031,0.0428,0.348,0.0167,0.385,0.268,73.014
"Justice Medley - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),570143,17,2021/09/10,0.332,0.944,-6.727,0.0813,0.0527,0.0125,0.72,0.178,94.28
"Drum Solo - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),767061,16,2021/09/10,0.549,0.699,-10.063,0.356,0.00952,0.179,0.264,0.148,140.425
"Guitar Solo - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),350665,13,2021/09/10,0.168,0.805,-12.98,0.146,0.684,0.735,0.37,0.0789,104.44
"For Whom the Bell Tolls - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),328348,14,2021/09/10,0.337,0.952,-5.804,0.0829,0.108,0.00224,0.324,0.118,129.191
"Fade to Black - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),473953,15,2021/09/10,0.301,0.872,-7.016,0.125,0.0961,0.029,0.957,0.191,157.063
"Whiplash - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),291405,14,2021/09/10,0.21,0.962,-7.807,0.188,0.0253,0.000476,0.924,0.172,183.826
"Encore Jam - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),68544,13,2021/09/10,0.372,0.899,-10.914,0.0955,0.014,0.392,0.976,0.444,74.524
"Master of Puppets - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),245274,14,2021/09/10,0.351,0.97,-7.558,0.0859,0.013,0.00105,0.894,0.244,109.867
"Seek & Destroy - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),767545,15,2021/09/10,0.396,0.928,-7.876,0.0891,0.0809,0.0045,0.972,0.298,151.774
"One - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),570125,15,2021/09/10,0.376,0.96,-8.194,0.108,0.0471,0.233,0.986,0.112,123.068
"Last Caress - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),89928,13,2021/09/10,0.429,0.925,-7.84,0.0712,0.0521,0,0.302,0.424,109.472
"Am I Evil? - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),291719,13,2021/09/10,0.235,0.957,-7.177,0.174,0.148,0.202,0.491,0.157,78.488
"Battery - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),315989,13,2021/09/10,0.301,0.987,-7.653,0.132,0.0088,0.0216,0.889,0.102,104.047
"Encore Jam #2 - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),105488,15,2021/09/10,0.52,0.618,-14.651,0.496,0.0684,0.702,0.951,0.136,113.25
"Breadfan - Live at Arco Arena, Sacramento, CA / January 11th, 1992",Metallica (Remastered Deluxe Box Set),251246,14,2021/09/10,0.413,0.953,-6.604,0.124,0.00838,0.000668,0.693,0.118,114.747
Stone Cold Crazy - Remastered 2021,Metallica (Remastered Deluxe Box Set),138506,19,2021/09/10,0.442,0.774,-9.901,0.0636,0.000114,0.000108,0.0615,0.575,126.392
So What - Remastered 2021,Metallica (Remastered Deluxe Box Set),189084,22,2021/09/10,0.537,0.929,-8.59,0.0511,0.000715,0.0017,0.361,0.434,94.975
Killing Time - Remastered 2021,Metallica (Remastered Deluxe Box Set),184610,17,2021/09/10,0.468,0.963,-8.231,0.0476,9.27E-05,0.0143,0.0574,0.383,117.05
"Stone Cold Crazy - Live at Wembley Stadium, London, England - April 20th, 1992",Metallica (Remastered Deluxe Box Set),183354,24,2021/09/10,0.278,0.929,-10.792,0.051,6.60E-05,0.306,0.975,0.0685,123.509
"Harvester of Sorrow - Live at The Liebenau, Graz, Austria / September 11th, 1991",Metallica (Remastered Deluxe Box Set),361053,14,2021/09/10,0.382,0.807,-11.529,0.0475,0.000689,0.00499,0.341,0.312,88.44
"Nothing Else Matters - Live at Aggie Memorial Stadium, Las Cruces, NM - August 27th, 1992",Metallica (Remastered Deluxe Box Set),370807,15,2021/09/10,0.373,0.537,-10.13,0.0289,0.32,9.63E-05,0.353,0.13,139.885
"The Ecstasy of Gold - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),100500,16,2021/09/10,0.0664,0.299,-18.489,0.0469,0.789,0.76,0.721,0.127,192.782
"Creeping Death - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),427077,15,2021/09/10,0.29,0.96,-8.341,0.0501,0.00069,0.0434,0.662,0.272,113.873
"Harvester of Sorrow - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),421545,13,2021/09/10,0.353,0.935,-8.742,0.0563,0.00385,0.00683,0.699,0.0784,96.078
"Welcome Home (Sanitarium) - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),410776,15,2021/09/10,0.361,0.88,-9.036,0.0527,0.00179,0.0523,0.117,0.239,114.784
"Of Wolf and Man - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),256913,21,2021/09/10,0.483,0.851,-7.677,0.0634,0.0143,0.000295,0.221,0.367,128.629
"Wherever I May Roam - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),413311,14,2021/09/10,0.338,0.901,-7.517,0.0366,0.00152,0.000681,0.163,0.366,134.965
"The Thing That Should Not Be - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),504562,14,2021/09/10,0.402,0.882,-7.866,0.072,0.0114,0.0825,0.276,0.2,118.807
"The Unforgiven - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),424002,15,2021/09/10,0.499,0.661,-7.891,0.0413,0.0282,0.00434,0.13,0.284,73.304
"Disposable Heroes - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),538409,17,2021/09/10,0.374,0.95,-7.334,0.0628,0.00296,0.00263,0.174,0.159,93.31
"Bass Solo - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),464402,13,2021/09/10,0.514,0.156,-19.029,0.201,0.439,0.00871,0.251,0.262,91.38
"Instrumental Medley - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),408463,16,2021/09/10,0.243,0.784,-8.485,0.0587,0.00523,0.747,0.545,0.203,101.882
"Guitar Solo - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),76890,12,2021/09/10,0.271,0.97,-13.478,0.126,0.403,0.199,0.409,0.12,45.957
"The Four Horsemen - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),303143,13,2021/09/10,0.327,0.961,-7.63,0.0479,0.000559,0.00498,0.141,0.298,111.486
"For Whom the Bell Tolls - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),358434,14,2021/09/10,0.449,0.695,-7.21,0.0645,0.0147,0.06,0.147,0.494,128.595
"Fade to Black - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),427774,15,2021/09/10,0.327,0.888,-7.669,0.0638,0.00407,0.127,0.257,0.316,113.603
"Master of Puppets - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),262686,13,2021/09/10,0.367,0.903,-8.397,0.0882,0.00171,0.000347,0.598,0.305,108.163
"Seek & Destroy - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),1055164,14,2021/09/10,0.417,0.856,-8.069,0.0711,0.0237,0.0154,0.414,0.557,158.484
"Battery - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),342186,13,2021/09/10,0.343,0.963,-7.559,0.0706,0.00118,0.00721,0.106,0.126,102.733
"Nothing Else Matters - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),389660,14,2021/09/10,0.401,0.4,-9.885,0.0284,0.239,0.0478,0.126,0.161,147.687
"Sad But True - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),362658,14,2021/09/10,0.4,0.88,-6.875,0.0407,0.0184,0.0182,0.379,0.464,86.066
"Last Caress - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),85230,13,2021/09/10,0.322,0.881,-7.941,0.0439,0.00266,3.23E-06,0.61,0.581,110.074
"One - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),615390,14,2021/09/10,0.38,0.956,-8.651,0.0861,0.0186,0.0803,0.102,0.0771,127.363
"Enter Sandman - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),374223,14,2021/09/10,0.407,0.958,-6.294,0.116,0.0581,0.0057,0.359,0.221,130.483
"So What - Live at Maimarktgelande, Mannheim, Germany / May 22nd, 1993",Metallica (Remastered Deluxe Box Set),211244,15,2021/09/10,0.484,0.988,-6.626,0.0816,0.0217,8.49E-05,0.352,0.15,105.014
Enter Sandman - Remastered 2021,Metallica (Remastered 2021),331560,48,2021/09/10,0.569,0.838,-8.421,0.0302,0.0026,0.00836,0.0628,0.615,123.299
Sad But True - Remastered 2021,Metallica (Remastered 2021),324600,49,2021/09/10,0.625,0.876,-5.998,0.035,0.000848,0.00198,0.0639,0.46,89.233
Holier Than Thou - Remastered 2021,Metallica (Remastered 2021),227573,46,2021/09/10,0.458,0.969,-5.923,0.0412,0.00156,0.255,0.0841,0.348,172.096
The Unforgiven - Remastered 2021,Metallica (Remastered 2021),387160,48,2021/09/10,0.526,0.579,-9.489,0.0257,0.0179,0.00861,0.216,0.211,139.496
Wherever I May Roam - Remastered 2021,Metallica (Remastered 2021),404333,48,2021/09/10,0.537,0.831,-7.467,0.0364,0.000617,0.000571,0.117,0.351,131.384
Dont Tread on Me - Remastered 2021,Metallica (Remastered 2021),240160,44,2021/09/10,0.656,0.881,-6.446,0.0498,0.00772,0.00316,0.194,0.685,108.012
Through the Never - Remastered 2021,Metallica (Remastered 2021),244533,44,2021/09/10,0.38,0.952,-5.954,0.0543,0.0113,0.272,0.124,0.464,94.302
Nothing Else Matters - Remastered 2021,Metallica (Remastered 2021),388733,46,2021/09/10,0.548,0.395,-9.794,0.0268,0.0543,5.41E-06,0.0791,0.182,142.372
Of Wolf and Man - Remastered 2021,Metallica (Remastered 2021),256573,43,2021/09/10,0.609,0.794,-6.864,0.0366,0.00104,0.0409,0.0833,0.492,121.765
The God That Failed - Remastered 2021,Metallica (Remastered 2021),308507,43,2021/09/10,0.528,0.818,-6.4,0.0382,0.000444,0.00011,0.172,0.462,83
My Friend of Misery - Remastered 2021,Metallica (Remastered 2021),409667,44,2021/09/10,0.568,0.859,-7.618,0.0358,0.000225,0.00761,0.101,0.332,119.514
The Struggle Within - Remastered 2021,Metallica (Remastered 2021),232648,41,2021/09/10,0.465,0.946,-6.512,0.0518,0.0013,0.0244,0.24,0.501,98.786
The Ecstasy Of Gold - Live,S&M2,161053,41,2020/08/28,0.11,0.616,-11.209,0.0837,0.0741,0.303,0.975,0.124,68.482
The Call Of Ktulu - Live,S&M2,554413,39,2020/08/28,0.226,0.899,-8.021,0.0754,5.02E-05,0.79,0.552,0.0811,133.271
For Whom The Bell Tolls - Live,S&M2,276640,43,2020/08/28,0.276,0.949,-7.676,0.087,7.55E-06,0.109,0.876,0.118,131.589
The Day That Never Comes - Live,S&M2,506853,42,2020/08/28,0.298,0.917,-9.244,0.0797,0.000116,0.0416,0.906,0.231,136.026
The Memory Remains - Live,S&M2,342438,40,2020/08/28,0.176,0.831,-9.025,0.0638,0.00225,0.00234,0.903,0.11,81.541
Confusion - Live,S&M2,401296,37,2020/08/28,0.356,0.969,-7.569,0.0977,2.20E-05,0.0607,0.972,0.216,126.284
Moth Into Flame - Live,S&M2,377800,39,2020/08/28,0.324,0.943,-8.036,0.067,1.59E-05,0.0115,0.775,0.209,93.584
The Outlaw Torn - Live,S&M2,602720,38,2020/08/28,0.328,0.848,-8.467,0.0616,2.15E-05,0.017,0.976,0.338,126.572
No Leaf Clover - Live,S&M2,330107,42,2020/08/28,0.212,0.926,-7.362,0.0883,0.000588,0.000747,0.986,0.18,79.408
Halo On Fire - Live,S&M2,497467,38,2020/08/28,0.274,0.91,-7.479,0.079,2.49E-05,0.00687,0.844,0.222,137.409
Intro To Scythian Suite - Live,S&M2,316920,31,2020/08/28,0.414,0.558,-16.717,0.782,0.769,0,0.736,0.166,168.483
"Scythian Suite, Op. 20 II: The Enemy God And The Dance Of The Dark Spirits - Live",S&M2,219240,31,2020/08/28,0.437,0.642,-10.793,0.0864,0.376,0.0027,0.732,0.16,117.358
Intro To The Iron Foundry - Live,S&M2,62533,29,2020/08/28,0.674,0.374,-17.452,0.854,0.633,0,0.895,0.759,82.178
"The Iron Foundry, Op. 19 - Live",S&M2,255973,31,2020/08/28,0.39,0.72,-8.312,0.069,0.00154,0.689,0.982,0.278,131.626
The Unforgiven III - Live,S&M2,499094,38,2020/08/28,0.308,0.481,-9.719,0.0332,0.676,8.23E-06,0.875,0.227,120.238
All Within My Hands - Live,S&M2,373973,43,2020/08/28,0.323,0.618,-8.946,0.0312,0.0101,2.89E-05,0.926,0.171,115.195
(Anesthesia) - Pulling Teeth - Live,S&M2,447586,33,2020/08/28,0.197,0.545,-12.236,0.0794,0.226,0.726,0.757,0.246,104.678
Wherever I May Roam - Live,S&M2,392440,37,2020/08/28,0.271,0.937,-6.458,0.0715,9.88E-06,0.0162,0.22,0.148,137.964
One - Live,S&M2,563667,38,2020/08/28,0.317,0.868,-8.622,0.0684,0.00015,0.23,0.74,0.235,123.395
Master Of Puppets - Live,S&M2,509987,40,2020/08/28,0.299,0.946,-7.866,0.0865,6.63E-06,0.00306,0.976,0.219,112.79
Nothing Else Matters - Live,S&M2,399600,44,2020/08/28,0.274,0.648,-8.703,0.0349,0.0123,0.00152,0.977,0.0907,75.465
Enter Sandman - Live,S&M2,525759,38,2020/08/28,0.281,0.95,-7.242,0.145,0.000348,0.0184,0.94,0.094,130.205
"Hardwired - Live In Sao Paulo, Brazil - March 25th, 2017",Live In Brazil (1993 ì 2017),233449,41,2020/04/21,0.125,0.992,-7.485,0.166,3.57E-05,0.00207,0.425,0.0367,186.76
"Master Of Puppets - Live In Rio de Janeiro, Brazil - September 19th, 2013",Live In Brazil (1993 ì 2017),487183,29,2020/04/21,0.299,0.96,-6.968,0.0767,0.000153,0.0318,0.523,0.307,113.693
"The Four Horsemen - Live In Sao Paulo, Brazil - January 30th, 2010",Live In Brazil (1993 ì 2017),318166,22,2020/04/21,0.301,0.936,-7.4,0.0772,0.000258,0.00866,0.723,0.338,115.98
"The Thing That Should Not Be - Live In Rio de Janeiro, Brazil - May 9th, 1999",Live In Brazil (1993 ì 2017),413193,18,2020/04/21,0.377,0.82,-8.246,0.0661,0.00698,0.000734,0.728,0.235,108.743
"The Unforgiven - Live In Sao Paulo, Brazil - May 2nd, 1993",Live In Brazil (1993 ì 2017),402215,22,2020/04/21,0.415,0.723,-6.858,0.0428,0.0156,0.000653,0.0918,0.287,74.715
"That Was Just Your Life - Live In Sao Paulo, Brazil - January 30th, 2010",Live In Brazil (1993 ì 2017),430922,19,2020/04/21,0.332,0.94,-8.561,0.074,0.000268,0.00752,0.367,0.156,101.469
"The End Of The Line - Live In Porto Alegre, Brazil - January 28th, 2010",Live In Brazil (1993 ì 2017),441000,19,2020/04/21,0.296,0.945,-7.819,0.073,1.17E-05,0.00296,0.13,0.143,113.767
"Bleeding Me - Live In Rio de Janeiro, Brazil - May 9th, 1999",Live In Brazil (1993 ì 2017),511939,15,2020/04/21,0.315,0.753,-7.867,0.0486,0.00408,0,0.0976,0.261,127.332
"Sad But True - Live In Sao Paulo, Brazil - March 22nd, 2014",Live In Brazil (1993 ì 2017),346753,22,2020/04/21,0.372,0.917,-7.896,0.0814,0.000293,0.00152,0.477,0.302,97.142
"Of Wolf And Man - Live In Sao Paulo, Brazil - May 2nd, 1993",Live In Brazil (1993 ì 2017),255943,15,2020/04/21,0.321,0.903,-6.297,0.0812,0.00215,0,0.373,0.163,128.457
"Moth Into Flame - Live In Sao Paulo, Brazil - March 25th, 2017",Live In Brazil (1993 ì 2017),405312,20,2020/04/21,0.232,0.937,-7.615,0.0852,0.000143,0.00748,0.374,0.261,94.039
"One - Live In Rio de Janeiro, Brazil - September 19th, 2013",Live In Brazil (1993 ì 2017),496004,21,2020/04/21,0.31,0.942,-8.858,0.0921,0.000562,0.119,0.295,0.256,101.618
"For Whom The Bell Tolls - Live In Sao Paulo, Brazil - March 22nd, 2014",Live In Brazil (1993 ì 2017),270837,21,2020/04/21,0.285,0.924,-7.097,0.0873,9.23E-05,0.00687,0.683,0.196,136.051
"Fade To Black - Live In Sao Paulo, Brazil - May 2nd, 1993",Live In Brazil (1993 ì 2017),426941,21,2020/04/21,0.299,0.86,-6.685,0.0633,0.000784,0.121,0.815,0.351,115.392
"Creeping Death - Live In Porto Alegre, Brazil - May 6th, 1999",Live In Brazil (1993 ì 2017),415627,18,2020/04/21,0.256,0.975,-7.374,0.154,0.000167,0.000613,0.913,0.168,109.1
"Fight Fire With Fire - Live In Sao Paulo, Brazil - January 31st, 2010",Live In Brazil (1993 ì 2017),294776,16,2020/04/21,0.298,0.952,-8.364,0.094,0.000454,0.00729,0.376,0.065,106.98
"Nothing Else Matters - Live In Rio de Janeiro, Brazil - September 19th, 2015",Live In Brazil (1993 ì 2017),367362,47,2020/04/21,0.246,0.553,-11.764,0.0289,0.0368,0.586,0.125,0.132,152.113
"Enter Sandman - Live In Sao Paulo, Brazil - March 25th, 2017",Live In Brazil (1993 ì 2017),513662,26,2020/04/21,0.28,0.941,-8.481,0.123,0.00203,0.0045,0.92,0.191,134.494
"Hardwired - Live In Buenos Aires, Argentina - March 31st, 2017",Live In Argentina (1993 ì 2017),231518,16,2020/04/18,0.209,0.993,-6.52,0.116,0.00012,6.77E-05,0.507,0.0347,96.585
"No Remorse - Live In Cordoba, Argentina - January 24th, 2010",Live In Argentina (1993 ì 2017),250533,14,2020/04/18,0.292,0.96,-6.85,0.0792,0.000131,0.0105,0.364,0.227,105.372
"Holier Than Thou - Live In Cordoba, Argentina - January 24th, 2010",Live In Argentina (1993 ì 2017),261925,15,2020/04/18,0.326,0.946,-7.494,0.077,0.000882,9.27E-05,0.681,0.13,99.614
"Of Wolf And Man - Live In Buenos Aires, Argentina - May 14th, 1999",Live In Argentina (1993 ì 2017),251469,14,2020/04/18,0.333,0.954,-7.017,0.139,0.000585,0,0.533,0.316,125.048
"Fade To Black - Live In Buenos Aires, Argentina - March 30th, 2014",Live In Argentina (1993 ì 2017),443385,18,2020/04/18,0.254,0.908,-7.902,0.0949,0.000179,0.0261,0.974,0.295,112.284
"Now That Were Dead - Live In Buenos Aires, Argentina - March 31st, 2017",Live In Argentina (1993 ì 2017),467230,13,2020/04/18,0.335,0.952,-6.305,0.107,0.000179,7.65E-05,0.965,0.23,131.761
"Fuel - Live In Buenos Aires, Argentina - March 29th, 2014",Live In Argentina (1993 ì 2017),238039,16,2020/04/18,0.264,0.968,-7.548,0.169,3.00E-05,0.011,0.977,0.0941,123.395
"The Unforgiven - Live In Buenos Aires, Argentina - May 8th, 1993",Live In Argentina (1993 ì 2017),407724,15,2020/04/18,0.393,0.745,-7.223,0.0659,0.00185,0.0205,0.229,0.204,73.427
"And Justice For All - Live In Buenos Aires, Argentina - March 29th, 2014",Live In Argentina (1993 ì 2017),556886,13,2020/04/18,0.35,0.902,-8.899,0.0733,8.64E-05,0.0989,0.808,0.232,95.214
